soldprice,size,monthly_fee,agent,municipality,municipality_tax_rate,Number of rooms,House type,Asking price,Balcony,Construction year,Operating cost,Letting form,Floor Number,Lift Availability,year
380000,42.5,3143.0,ERA,Vänersborgs kommun,22.21,1.0,Apartment,400000.0,1.0,1953.0,5400.0,Right of residence,3.0,0.0,2022
3660000,43.0,2086.0,Alvhem,Göteborgs kommun,21.12,2.0,Apartment,3150000.0,0.0,1903.0,5600.0,Right of residence,1.0,0.0,2022
750000,82.0,3132.0,Svensk,Borås kommun,21.31,2.0,Villa,750000.0,0.0,1940.0,4400.0,Right of ownership,2.0,0.0,2021
3000000,43.5,2631.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,2695000.0,0.0,1967.0,2280.0,Right of residence,1.0,1.0,2022
705000,41.0,2743.0,Fastighetsbyrån,Borås kommun,21.31,1.0,Apartment,650000.0,0.0,1956.0,6168.0,Right of residence,5.0,1.0,2022
810000,42.5,2702.0,Fastighetsbyrån,Borås kommun,21.31,1.0,Apartment,795000.0,1.0,1958.0,4400.0,Right of residence,3.0,1.0,2022
825000,43.0,3260.0,HusmanHagberg,Skövde kommun,21.61,1.5,Apartment,795000.0,1.0,1956.0,3600.0,Right of residence,1.0,0.0,2022
1850000,42.0,2576.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,1745000.0,1.0,1945.0,5808.0,Right of residence,1.0,0.0,2022
705000,42.5,2811.0,Mäklarhuset,Lidköpings kommun,21.26,1.0,Apartment,525000.0,0.0,1969.0,3720.0,Right of residence,2.0,0.0,2022
1560000,45.0,3187.0,BostadsForm,Göteborgs kommun,21.12,1.0,Apartment,1675000.0,1.0,1968.0,6500.0,Right of residence,2.0,0.0,2022
2600000,43.0,2711.0,Stadshem,Göteborgs kommun,21.12,1.5,Apartment,2350000.0,1.0,1946.0,4700.0,Right of residence,3.0,0.0,2022
710000,43.0,2741.0,HusmanHagberg,Borås kommun,21.31,1.0,Apartment,675000.0,0.0,1972.0,2200.0,Right of residence,1.0,0.0,2022
2300000,41.0,3132.0,Fastighetsbyrån,Stenungsunds kommun,21.64,3.0,Villa,1975000.0,0.0,1947.0,47400.0,Right of ownership,2.0,0.0,2022
2025000,41.0,2643.0,HusmanHagberg,Partille kommun,19.96,1.0,Apartment,1995000.0,0.0,2019.0,5613.0,Right of residence,1.0,1.0,2022
2095000,41.0,2478.0,Länsförsäkringar,Kungälvs kommun,21.44,1.5,Apartment,1995000.0,0.0,1949.0,2400.0,Right of residence,3.0,0.0,2022
1550000,41.0,3140.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,1495000.0,1.0,1971.0,4800.0,Right of residence,1.0,0.0,2022
3350000,44.4,1858.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,2695000.0,0.0,1978.0,4440.0,Right of residence,3.0,1.0,2022
3275000,45.0,2724.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2790000.0,1.0,1938.0,4400.0,Right of residence,2.0,0.0,2022
3650000,42.4,2836.0,Stadshem,Göteborgs kommun,21.12,2.0,Apartment,2850000.0,1.0,1935.0,4800.0,Right of residence,2.0,0.0,2022
445000,42.0,2708.0,Fastighetsbyrån,Marks kommun,21.51,1.0,Apartment,495000.0,0.0,1957.0,4572.0,Right of residence,2.0,0.0,2022
3550000,45.0,3002.0,Bjurfors,Göteborgs kommun,21.12,1.5,Apartment,2790000.0,1.0,1975.0,4400.0,Right of residence,4.0,1.0,2022
2950000,44.0,2655.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,1.0,2016.0,6288.0,Right of residence,4.0,1.0,2022
2720000,45.0,2857.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,2450000.0,0.0,1933.0,4300.0,Right of residence,1.0,0.0,2022
3000000,41.0,3381.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2590000.0,0.0,1998.0,4000.0,Right of residence,2.0,1.0,2022
1450000,44.5,2968.0,Entré,Trollhättans kommun,22.36,2.0,Apartment,1595000.0,1.0,1903.0,2832.0,Right of residence,3.0,0.0,2022
220000,41.5,2655.0,Fastighetsbyrån,Falköpings kommun,21.95,1.0,Apartment,175000.0,0.0,1959.0,3266.0,Right of residence,2.0,0.0,2022
1460000,44.0,3132.0,HusmanHagberg,Skövde kommun,21.61,2.0,House,1495000.0,0.0,1976.0,23691.0,Right of ownership,2.0,0.0,2022
3500000,42.0,2648.0,SkandiaMäklarna,Göteborgs kommun,21.12,2.0,Apartment,3195000.0,1.0,2000.0,3600.0,Right of residence,2.0,1.0,2022
2095000,43.0,2874.0,Bjurfors,Kungälvs kommun,21.44,2.0,Apartment,2095000.0,0.0,2021.0,4400.0,Right of residence,2.0,0.0,2022
2950000,40.9,2157.0,SkandiaMäklarna,Göteborgs kommun,21.12,2.0,Apartment,2550000.0,0.0,1929.0,4200.0,Right of residence,3.0,0.0,2022
2290000,42.0,3213.0,Erik,Göteborgs kommun,21.12,1.5,Apartment,2190000.0,1.0,2018.0,4310.0,Right of residence,1.0,1.0,2022
2100000,45.0,3187.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,1895000.0,1.0,1968.0,4200.0,Right of residence,2.0,0.0,2022
2345000,44.0,3008.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2295000.0,1.0,2017.0,3000.0,Right of residence,5.0,1.0,2022
2355000,40.3,2610.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,2150000.0,1.0,2016.0,5400.0,Right of residence,4.0,1.0,2022
1830000,42.0,2714.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,1750000.0,1.0,1946.0,4400.0,Right of residence,3.0,0.0,2022
3150000,45.0,2724.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,1.0,1938.0,4200.0,Right of residence,2.0,0.0,2022
2200000,41.0,3231.0,Reveny,Mölndals kommun,20.51,2.0,Apartment,1850000.0,0.0,1968.0,4000.0,Right of residence,2.0,0.0,2022
575000,43.0,2723.0,Fastighetsbyrån,Skövde kommun,21.61,1.0,Apartment,585000.0,0.0,1969.0,4000.0,Right of residence,1.0,0.0,2022
4200000,45.0,1324.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,3500000.0,0.0,1973.0,4400.0,Right of residence,4.0,1.0,2022
950000,40.5,3203.0,Entré,Trollhättans kommun,22.36,1.5,Apartment,800000.0,0.0,1942.0,1800.0,Right of residence,1.0,0.0,2022
1120000,43.5,2321.0,ERA,Trollhättans kommun,22.36,1.5,Apartment,995000.0,1.0,1959.0,4200.0,Right of residence,1.0,0.0,2022
280000,44.0,2960.0,Fastighetsbyrån,Trollhättans kommun,22.36,1.0,Apartment,300000.0,0.0,1969.0,1560.0,Right of residence,3.0,0.0,2022
3200000,41.0,2724.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2790000.0,0.0,1972.0,4400.0,Right of residence,2.0,1.0,2022
1090000,43.5,2719.0,ERA,Borås kommun,21.31,2.0,Apartment,1050000.0,0.0,1956.0,3600.0,Right of residence,3.0,0.0,2022
1087400,44.0,2601.0,Fastighetsbyrån,Skövde kommun,21.61,2.0,Apartment,1095000.0,0.0,1944.0,4400.0,Right of residence,2.0,0.0,2022
3200000,44.0,3173.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2990000.0,0.0,1971.0,2280.0,Right of residence,2.0,0.0,2022
2400000,41.7,3433.0,Erik,Göteborgs kommun,21.12,1.5,Apartment,2095000.0,1.0,1950.0,4972.0,Right of residence,3.0,0.0,2022
465000,42.5,3038.0,ERA,Vänersborgs kommun,22.21,1.0,Apartment,495000.0,1.0,1953.0,4800.0,Right of residence,1.0,0.0,2021
149000,43.5,3496.0,Skara,Skara kommun,21.5,1.0,Apartment,149000.0,0.0,1969.0,3900.0,Right of residence,1.0,0.0,2021
2750000,43.0,2126.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,1995000.0,0.0,1940.0,4400.0,Right of residence,5.0,1.0,2021
2025000,41.0,2790.0,Svensk,Partille kommun,19.96,1.0,Apartment,2045000.0,0.0,2019.0,3120.0,Right of ownership,1.0,1.0,2021
1650000,44.0,2771.0,CHRISTANDER,Mölndals kommun,20.51,1.0,Apartment,1695000.0,0.0,1970.0,3360.0,Right of residence,2.0,0.0,2021
1840000,43.0,2830.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,1650000.0,0.0,1949.0,3000.0,Right of residence,1.0,0.0,2021
3410000,44.0,2883.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,3175000.0,1.0,1988.0,4400.0,Right of residence,4.0,1.0,2021
1510000,43.0,3132.0,Bratting,Skara kommun,21.5,2.0,Villa,1495000.0,0.0,1910.0,35461.0,Right of ownership,2.0,0.0,2021
715000,45.0,2152.0,Fastighetsbyrån,Borås kommun,21.31,1.0,Apartment,670000.0,0.0,1957.0,3786.0,Right of residence,4.0,0.0,2021
2100000,42.5,2265.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,2100000.0,0.0,1964.0,4800.0,Right of residence,1.0,0.0,2021
580000,43.0,3147.0,Bostada,Lidköpings kommun,21.26,1.0,Apartment,350000.0,1.0,1943.0,2760.0,Right of residence,3.0,0.0,2021
3450000,42.2,2886.0,Stadshem,Göteborgs kommun,21.12,2.0,Apartment,3450000.0,1.0,1935.0,4200.0,Right of residence,1.0,0.0,2021
1200000,44.0,3132.0,Fastighetsbyrån,Lidköpings kommun,21.26,3.0,Villa,875000.0,1.0,1976.0,20098.0,Right of ownership,2.0,0.0,2021
1700000,44.0,3265.0,ERA,Härryda kommun,20.5,1.0,Apartment,1500000.0,0.0,1958.0,4400.0,Right of residence,2.0,0.0,2021
475000,44.0,3795.0,ERA,Trollhättans kommun,22.36,1.0,Apartment,475000.0,1.0,1952.0,4800.0,Right of residence,4.0,1.0,2021
3425000,44.5,3187.0,Eklund,Göteborgs kommun,21.12,2.0,Apartment,3180000.0,1.0,1987.0,3500.0,Right of residence,2.0,0.0,2021
110000,40.5,2711.0,Fastighetsbyrån,Falköpings kommun,21.95,1.0,Apartment,95000.0,0.0,1963.0,3071.0,Right of residence,1.0,0.0,2021
2495000,41.0,2185.0,CHRISTANDER,Göteborgs kommun,21.12,1.5,Apartment,2495000.0,0.0,2013.0,4400.0,Right of residence,2.0,0.0,2021
1910000,43.0,3319.0,Bjurfors,Mölndals kommun,20.51,2.0,Apartment,1895000.0,1.0,1966.0,4440.0,Right of residence,0.0,0.0,2021
1475000,43.0,3008.0,Svensk,Kungälvs kommun,21.44,1.0,Apartment,1495000.0,1.0,1961.0,3600.0,Right of residence,1.0,1.0,2021
2850000,43.0,2707.0,Erik,Göteborgs kommun,21.12,1.5,Apartment,2550000.0,1.0,1967.0,4320.0,Right of residence,2.0,1.0,2021
1660000,41.5,2973.0,Mäklarhuset,Borås kommun,21.31,1.5,Apartment,1595000.0,0.0,1961.0,4704.0,Right of residence,2.0,0.0,2021
4000000,44.0,1530.0,Alvhem,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,1.0,1890.0,4800.0,Right of residence,4.0,1.0,2021
3250000,43.0,2382.0,HusmanHagberg,Göteborgs kommun,21.12,2.0,Apartment,2900000.0,1.0,1937.0,4500.0,Right of residence,2.0,0.0,2021
3300000,41.3,2971.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2890000.0,1.0,1961.0,4400.0,Right of residence,2.0,1.0,2021
2575000,41.1,2538.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2600000.0,1.0,1937.0,4600.0,Right of residence,3.0,0.0,2021
915000,42.0,2421.0,Fastighetsbyrån,Trollhättans kommun,22.36,1.0,Apartment,785000.0,1.0,1951.0,5200.0,Right of residence,2.0,0.0,2021
2180000,41.7,3184.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,1980000.0,0.0,1963.0,4400.0,Right of residence,5.0,1.0,2021
2150000,42.0,3070.0,Bjurfors,Göteborgs kommun,21.12,2.5,Apartment,2150000.0,0.0,1939.0,4400.0,Right of residence,3.0,0.0,2021
2350000,43.0,2983.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,2395000.0,0.0,1934.0,4400.0,Right of residence,1.0,0.0,2021
1750000,84.0,3132.0,Fastighetsbyrån,Lilla Edets kommun,22.37,3.0,Villa,1495000.0,0.0,1965.0,21700.0,Right of ownership,2.0,0.0,2020
3750000,43.0,3111.0,Alvhem,Göteborgs kommun,21.12,1.0,Apartment,2800000.0,0.0,1929.0,4000.0,Right of residence,4.0,1.0,2021
650000,41.0,2587.0,ERA,Vänersborgs kommun,22.21,1.0,Apartment,650000.0,0.0,1961.0,2700.0,Right of residence,2.0,0.0,2021
3400000,43.0,2376.0,Stadshem,Göteborgs kommun,21.12,1.5,Apartment,1995000.0,1.0,1912.0,4800.0,Right of residence,2.0,1.0,2021
2750000,42.9,2356.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2580000.0,1.0,1944.0,3624.0,Right of residence,5.0,1.0,2021
1100000,44.0,2726.0,Bostadsbutiken,Uddevalla kommun,22.16,1.0,Apartment,1100000.0,1.0,1966.0,4164.0,Right of residence,3.0,1.0,2021
2750000,45.0,2639.0,CHRISTANDER,Mölndals kommun,20.51,2.0,Apartment,2250000.0,1.0,2016.0,4400.0,Right of residence,2.0,0.0,2021
2975000,45.0,2741.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2650000.0,0.0,1938.0,4400.0,Right of residence,1.0,0.0,2021
2010000,42.0,1402.0,Lundin,Göteborgs kommun,21.12,1.5,Apartment,1850000.0,0.0,1965.0,4020.0,Right of residence,1.0,0.0,2021
2195000,43.0,2507.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,2195000.0,0.0,1936.0,4320.0,Right of residence,3.0,0.0,2021
2180000,43.0,2261.0,HusmanHagberg,Göteborgs kommun,21.12,1.0,Apartment,2095000.0,1.0,2018.0,4200.0,Right of residence,4.0,1.0,2021
1450000,42.0,2479.0,Länsförsäkringar,Kungälvs kommun,21.44,1.0,Apartment,1395000.0,1.0,1967.0,3000.0,Right of residence,2.0,0.0,2021
1850000,43.5,3054.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1590000.0,0.0,1974.0,3500.0,Right of residence,1.0,0.0,2021
3200000,43.0,2030.0,Alvhem,Göteborgs kommun,21.12,1.5,Apartment,2800000.0,0.0,1912.0,7068.0,Right of residence,1.0,0.0,2021
3100000,45.0,2724.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2750000.0,1.0,1938.0,4400.0,Right of residence,2.0,0.0,2021
595000,43.0,2758.0,Fastighetsbyrån,Skövde kommun,21.61,1.0,Apartment,595000.0,0.0,1969.0,3000.0,Right of residence,2.0,0.0,2021
2025000,44.0,3454.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,1990000.0,0.0,1961.0,1212.0,Right of residence,6.0,1.0,2021
1100000,40.3,2760.0,Svensk,Ale kommun,21.87,1.0,Apartment,1150000.0,1.0,1966.0,2400.0,Right of ownership,-1.0,0.0,2021
1175000,40.5,3203.0,Svensk,Trollhättans kommun,22.36,1.5,Apartment,950000.0,1.0,1942.0,4400.0,Right of residence,3.0,0.0,2021
3300000,42.0,1693.0,Alvhem,Göteborgs kommun,21.12,1.5,Apartment,2790000.0,0.0,1927.0,4400.0,Right of residence,4.0,1.0,2021
150000,43.0,2847.0,Mäklarhuset,Skara kommun,21.5,1.0,Apartment,150000.0,0.0,1961.0,4400.0,Right of residence,3.0,0.0,2021
260000,42.5,1812.0,Fastighetsbyrån,Töreboda kommun,21.72,1.0,Apartment,165000.0,0.0,1959.0,6180.0,Right of residence,1.0,0.0,2021
1700000,42.0,2723.0,SkandiaMäklarna,Göteborgs kommun,21.12,2.0,Apartment,1595000.0,0.0,1961.0,4400.0,Right of residence,1.0,1.0,2021
1395000,42.7,3013.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,1395000.0,0.0,1969.0,4400.0,Right of residence,1.0,0.0,2021
2925000,45.0,2397.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2690000.0,0.0,1961.0,4400.0,Right of residence,2.0,0.0,2021
485000,45.0,3132.0,Mäklarhuset,Vara kommun,21.77,3.0,Villa,450000.0,0.0,1952.0,21028.0,Right of ownership,2.0,0.0,2021
2360000,44.3,3002.0,SkandiaMäklarna,Göteborgs kommun,21.12,2.0,Apartment,2350000.0,0.0,2016.0,4400.0,Right of residence,2.0,1.0,2021
2300000,45.0,2633.0,LISTED,Mölndals kommun,20.51,2.0,Apartment,2380000.0,0.0,1966.0,4200.0,Right of residence,0.0,0.0,2021
516000,42.0,2673.0,Fastighetsbyrån,Marks kommun,21.51,1.0,Apartment,495000.0,1.0,1956.0,2400.0,Right of residence,1.0,0.0,2021
200000,41.0,2752.0,Entré,Trollhättans kommun,22.36,1.0,Apartment,225000.0,0.0,1968.0,4400.0,Right of residence,2.0,0.0,2021
2700000,45.0,3162.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,0.0,1942.0,4400.0,Right of residence,3.0,1.0,2021
2720000,43.0,2453.0,Länsförsäkringar,Kungälvs kommun,21.44,2.0,Apartment,2595000.0,1.0,1938.0,3000.0,Right of residence,3.0,0.0,2021
750000,41.5,2395.0,HusmanHagberg,Uddevalla kommun,22.16,1.0,Apartment,695000.0,0.0,1962.0,5460.0,Right of residence,1.0,0.0,2021
2625000,44.8,2717.0,Fastighetsbyrån,Öckerö kommun,21.56,2.0,Apartment,2625000.0,0.0,1961.0,15096.0,Right of residence,2.0,0.0,2021
3150000,45.0,2914.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,3150000.0,1.0,1938.0,4140.0,Right of residence,4.0,0.0,2021
1000000,43.0,3184.0,SkandiaMäklarna,Borås kommun,21.31,2.0,Apartment,895000.0,0.0,1935.0,4400.0,Right of residence,3.0,0.0,2021
650000,41.0,2580.0,Mäklarhuset,Lidköpings kommun,21.26,1.0,Apartment,475000.0,1.0,1962.0,4400.0,Right of residence,4.0,0.0,2021
2850000,44.0,2769.0,Stadshem,Göteborgs kommun,21.12,1.0,Apartment,2350000.0,0.0,1918.0,3600.0,Right of residence,3.0,0.0,2021
1250000,41.5,2211.0,Fastighetsbyrån,Trollhättans kommun,22.36,2.0,Apartment,1250000.0,1.0,1945.0,3603.0,Right of residence,2.0,0.0,2021
1415000,44.5,3155.0,Fastighetsbyrån,Ale kommun,21.87,1.0,Apartment,1375000.0,1.0,1960.0,5398.0,Right of residence,2.0,0.0,2021
1030000,42.0,2410.0,HusmanHagberg,Borås kommun,21.31,1.0,Apartment,895000.0,1.0,1959.0,6109.0,Right of residence,3.0,0.0,2021
550000,43.5,2784.0,Länsförsäkringar,Lidköpings kommun,21.26,1.0,Apartment,425000.0,0.0,1964.0,3600.0,Right of residence,1.0,0.0,2021
2700000,45.0,2349.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,2450000.0,0.0,1929.0,1920.0,Right of residence,2.0,0.0,2021
2900000,42.5,2422.0,HusmanHagberg,Göteborgs kommun,21.12,2.0,Apartment,2685000.0,1.0,2017.0,2700.0,Right of residence,3.0,1.0,2021
2750000,40.5,2776.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2490000.0,1.0,1943.0,4400.0,Right of residence,3.0,0.0,2021
2450000,43.0,2581.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,2250000.0,1.0,1946.0,5880.0,Right of residence,3.0,0.0,2021
1150000,44.0,2650.0,Svensk,Ale kommun,21.87,1.0,Apartment,1275000.0,1.0,1961.0,2400.0,Right of residence,2.0,0.0,2021
3300000,44.5,2438.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,2895000.0,1.0,1947.0,3000.0,Right of residence,3.0,0.0,2021
2750000,44.0,2902.0,Erik,Mölndals kommun,20.51,2.0,Apartment,1995000.0,1.0,2017.0,5880.0,Right of residence,5.0,1.0,2021
1010000,42.6,2474.0,Mäklarhuset,Borås kommun,21.31,1.0,Apartment,825000.0,0.0,1961.0,5076.0,Right of residence,2.0,0.0,2021
4070000,42.0,2648.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,3395000.0,1.0,1999.0,4320.0,Right of residence,7.0,1.0,2021
250000,43.5,2689.0,Fastighetsbyrån,Mariestads kommun,21.26,1.0,Apartment,250000.0,1.0,1964.0,4400.0,Right of residence,2.0,0.0,2021
1400000,42.7,3306.0,HusmanHagberg,Göteborgs kommun,21.12,1.5,Apartment,1295000.0,1.0,1970.0,2200.0,Right of residence,1.0,1.0,2021
2810000,42.0,2830.0,Stadshem,Göteborgs kommun,21.12,2.0,Apartment,2550000.0,0.0,1935.0,4200.0,Right of residence,1.0,0.0,2021
1950000,42.9,3079.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1850000.0,1.0,1950.0,4400.0,Right of residence,2.0,0.0,2021
680000,41.0,2387.0,Svensk,Skövde kommun,21.61,1.0,Apartment,685000.0,0.0,1961.0,5640.0,Right of residence,2.0,1.0,2021
1825000,43.0,2027.0,Fastighetsbyrån,Uddevalla kommun,22.16,3.0,Apartment,1900000.0,1.0,1961.0,4400.0,Right of residence,1.0,0.0,2021
1188000,44.0,2560.0,Fastighetsbyrån,Vänersborgs kommun,22.21,1.0,Apartment,1188000.0,1.0,2021.0,13200.0,Right of residence,1.0,1.0,2021
1700000,40.5,1920.0,Strandvägens,Stenungsunds kommun,21.64,1.0,Apartment,1650000.0,0.0,1994.0,10400.0,Right of residence,1.0,0.0,2021
2325000,42.0,3328.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.5,Apartment,2350000.0,1.0,2018.0,4400.0,Right of residence,5.0,1.0,2021
2530000,44.0,2560.0,MOHV,Göteborgs kommun,21.12,2.0,Apartment,2450000.0,1.0,1944.0,4010.0,Right of residence,1.0,1.0,2021
2320000,44.7,3036.0,SkandiaMäklarna,Göteborgs kommun,21.12,1.5,Apartment,1995000.0,1.0,2016.0,4400.0,Right of residence,5.0,1.0,2021
3000000,45.0,3145.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2750000.0,1.0,1943.0,4320.0,Right of residence,4.0,0.0,2021
2080000,43.0,2644.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,1890000.0,0.0,1947.0,3600.0,Right of residence,1.0,0.0,2021
1695000,41.0,3017.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,1695000.0,1.0,2015.0,4200.0,Right of residence,2.0,1.0,2021
2575000,42.9,2356.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2380000.0,1.0,1944.0,2960.0,Right of residence,2.0,1.0,2021
3550000,44.0,2777.0,Stadshem,Göteborgs kommun,21.12,2.0,Apartment,2950000.0,0.0,1934.0,5700.0,Right of residence,1.0,0.0,2021
3000000,45.0,3145.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2695000.0,1.0,1943.0,4400.0,Right of residence,3.0,0.0,2021
1900000,44.0,2525.0,Svensk,Alingsås kommun,21.36,2.0,Apartment,1850000.0,0.0,2005.0,4400.0,Right of residence,1.0,0.0,2021
720000,42.0,2747.0,Svensk,Vänersborgs kommun,22.21,1.0,Apartment,695000.0,0.0,1958.0,1440.0,Right of residence,1.0,0.0,2021
550000,43.0,2661.0,Mäklarhuset,Borås kommun,21.31,1.0,Apartment,450000.0,0.0,1972.0,3600.0,Right of residence,3.0,0.0,2021
1500000,45.0,3435.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,1445000.0,1.0,1968.0,3000.0,Right of residence,1.0,0.0,2021
1610000,44.0,2705.0,Bjurfors,Borås kommun,21.31,1.5,Apartment,1375000.0,0.0,2017.0,3000.0,Right of residence,5.0,1.0,2021
2600000,43.8,2660.0,Fastighetsbyrån,Öckerö kommun,21.56,2.0,Apartment,2600000.0,1.0,1961.0,15026.0,Right of residence,3.0,1.0,2021
2900000,44.0,2519.0,Bjurfors,Göteborgs kommun,21.12,1.5,Apartment,2375000.0,0.0,1930.0,5820.0,Right of residence,3.0,0.0,2021
1800000,41.0,2580.0,CHRISTANDER,Mölndals kommun,20.51,1.5,Apartment,1695000.0,0.0,1968.0,9924.0,Right of residence,2.0,0.0,2021
1800000,41.0,2580.0,CHRISTANDER,Mölndals kommun,20.51,1.5,Apartment,1695000.0,0.0,1968.0,9924.0,Right of residence,2.0,0.0,2021
2250000,45.0,2701.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.5,Apartment,2195000.0,1.0,2008.0,4060.0,Right of residence,2.0,0.0,2021
1995000,42.5,2654.0,Bjurfors,Mölndals kommun,20.51,2.0,Apartment,1995000.0,0.0,1971.0,5280.0,Right of residence,2.0,0.0,2021
3490000,44.0,2760.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,3490000.0,1.0,1937.0,3000.0,Right of residence,2.0,1.0,2021
235000,45.0,3132.0,Mäklarhuset,Falköpings kommun,21.95,6.0,Villa,340000.0,0.0,1909.0,33523.0,Right of ownership,2.0,0.0,2021
2320000,40.5,2189.0,Lundin,Mölndals kommun,20.51,1.0,Apartment,1990000.0,1.0,1962.0,4884.0,Right of residence,2.0,0.0,2021
800000,41.0,4155.0,Länsförsäkringar,Strömstads kommun,21.91,1.0,Apartment,895000.0,1.0,1960.0,4400.0,Right of residence,3.0,0.0,2021
3472000,42.0,2420.0,Stadshem,Göteborgs kommun,21.12,2.0,Apartment,3100000.0,0.0,1853.0,4200.0,Right of residence,2.0,0.0,2021
2450000,43.0,3132.0,Fastighetsbyrån,Lysekils kommun,22.46,3.0,Villa,1950000.0,0.0,1909.0,36336.0,Right of ownership,2.0,0.0,2021
1995000,42.0,2784.0,CHRISTANDER,Mölndals kommun,20.51,1.5,Apartment,1995000.0,0.0,1952.0,4400.0,Right of residence,2.0,0.0,2021
1750000,44.0,2819.0,Svensk,Lerums kommun,20.65,2.0,Apartment,1750000.0,1.0,2019.0,6000.0,Right of residence,3.0,1.0,2021
2325000,40.5,2805.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2095000.0,1.0,1942.0,2496.0,Right of residence,2.0,1.0,2021
2400000,43.0,3345.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,1975000.0,1.0,1946.0,3600.0,Right of residence,2.0,0.0,2021
2520000,43.0,2335.0,Bjurfors,Mölndals kommun,20.51,1.5,Apartment,2295000.0,1.0,2020.0,6600.0,Right of residence,6.0,1.0,2021
1350000,40.3,2075.0,Västsvenska,Göteborgs kommun,21.12,1.0,Apartment,1095000.0,0.0,1954.0,3000.0,Right of residence,1.0,0.0,2021
1665000,45.0,2893.0,Svensk,Alingsås kommun,21.36,2.0,Apartment,1450000.0,0.0,1961.0,2856.0,Right of residence,3.0,0.0,2021
3600000,42.0,2656.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,3300000.0,0.0,1918.0,4400.0,Right of residence,4.0,0.0,2021
1800000,45.0,3144.0,Svensk,Göteborgs kommun,21.12,1.5,Apartment,1800000.0,0.0,1968.0,4800.0,Right of residence,1.0,0.0,2021
2600000,41.0,2941.0,Bjurfors,Göteborgs kommun,21.12,1.5,Apartment,2350000.0,1.0,2005.0,4848.0,Right of residence,2.0,1.0,2021
1600000,41.0,3140.0,Urban,Göteborgs kommun,21.12,1.5,Apartment,1580000.0,1.0,1972.0,3200.0,Right of residence,3.0,0.0,2021
1300000,45.0,3132.0,Fastighetsbyrån,Bollebygds kommun,21.59,3.0,Villa,1095000.0,0.0,1960.0,13894.0,Right of ownership,2.0,0.0,2021
2600000,44.8,2717.0,Fastighetsbyrån,Öckerö kommun,21.56,2.0,Apartment,2600000.0,1.0,1961.0,15096.0,Right of residence,2.0,1.0,2021
