soldprice,size,monthly_fee,agent,municipality,municipality_tax_rate,Number of rooms,House type,Asking price,Balcony,Construction year,Operating cost,Letting form,Floor Number,Lift Availability,year
2425000,69.3,4451.0,Bjurfors,Göteborgs kommun,21.12,3.0,Apartment,2390000.0,1.0,1962.0,3000.0,Right of residence,6.0,1.0,2021
1800000,66.0,2918.0,Mäklarhuset,Borås kommun,21.31,2.0,Apartment,1650000.0,0.0,1961.0,6888.0,Right of residence,2.0,0.0,2021
5240000,67.0,3047.0,Entrance,Göteborgs kommun,21.12,3.0,Apartment,4750000.0,1.0,1891.0,7000.0,Right of residence,2.0,0.0,2021
2735000,68.0,3843.0,Strandvägens,Stenungsunds kommun,21.64,3.0,Apartment,2595000.0,0.0,2019.0,6000.0,Right of residence,2.0,0.0,2021
600000,66.0,4877.0,Fastighetsbyrån,Mariestads kommun,21.26,2.0,Apartment,625000.0,1.0,1986.0,4800.0,Right of residence,4.0,1.0,2021
4335000,69.6,4577.0,Stadshem,Göteborgs kommun,21.12,2.0,Apartment,3950000.0,1.0,1905.0,5500.0,Right of residence,2.0,0.0,2021
1585000,67.6,2837.0,Fastighetsbyrån,Trollhättans kommun,22.36,2.0,Apartment,1250000.0,0.0,1992.0,11300.0,Right of residence,1.0,0.0,2021
2445000,67.5,3872.0,Svensk,Uddevalla kommun,22.16,3.0,Apartment,2445000.0,0.0,1961.0,4400.0,Right of residence,2.0,0.0,2021
2650000,66.0,3555.0,MOHV,Göteborgs kommun,21.12,2.0,Apartment,2480000.0,0.0,2010.0,5880.0,Right of residence,1.0,1.0,2021
3700000,66.0,3132.0,Svensk,Göteborgs kommun,21.12,2.0,House,3790000.0,1.0,1938.0,37711.0,Right of ownership,2.0,0.0,2021
1075000,66.0,4317.0,Svensk,Uddevalla kommun,22.16,2.0,Apartment,1095000.0,0.0,1961.0,7380.0,Right of residence,1.0,1.0,2021
1450000,68.0,3776.0,Mäklarhuset,Lidköpings kommun,21.26,3.0,House,975000.0,0.0,1980.0,4440.0,Right of residence,2.0,0.0,2021
1550000,68.0,4721.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,1495000.0,1.0,1970.0,4400.0,Right of residence,2.0,0.0,2021
2200000,69.3,3699.0,Svensk,Uddevalla kommun,22.16,3.0,Apartment,1995000.0,0.0,2020.0,4400.0,Right of residence,2.0,0.0,2021
2705000,70.0,3792.0,Svensk,Göteborgs kommun,21.12,3.0,Apartment,2695000.0,1.0,2019.0,4400.0,Right of residence,2.0,1.0,2021
5700000,70.0,2625.0,Alvhem,Göteborgs kommun,21.12,2.0,Apartment,4950000.0,1.0,1905.0,4500.0,Right of residence,3.0,1.0,2021
2050000,65.5,4421.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.5,Apartment,2045000.0,1.0,1961.0,10100.0,Right of residence,1.0,0.0,2021
2050000,65.5,4421.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.5,Apartment,2045000.0,1.0,1961.0,10100.0,Right of residence,1.0,0.0,2021
4550000,66.0,4035.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,4250000.0,1.0,1936.0,5586.0,Right of residence,2.0,1.0,2021
1075000,66.0,3447.0,SkandiaMäklarna,Borås kommun,21.31,2.0,Apartment,995000.0,0.0,1969.0,4400.0,Right of residence,3.0,0.0,2021
1795000,65.2,4705.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,1795000.0,1.0,1975.0,2100.0,Right of residence,1.0,0.0,2021
3350000,67.0,4604.0,Länsförsäkringar,Göteborgs kommun,21.12,3.0,Apartment,3250000.0,1.0,2016.0,4200.0,Right of residence,4.0,1.0,2021
4050000,66.0,2373.0,Bjurfors,Göteborgs kommun,21.12,2.5,Apartment,3750000.0,1.0,1931.0,4400.0,Right of residence,4.0,1.0,2021
2700000,70.0,3132.0,Svensk,Sotenäs kommun,21.99,2.0,House,2490000.0,0.0,1990.0,29140.0,Right of ownership,2.0,0.0,2021
3010000,66.0,3730.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,2750000.0,1.0,1961.0,5880.0,Right of residence,2.0,0.0,2021
1680000,70.0,4768.0,Svensk,Ale kommun,21.87,3.0,Apartment,1695000.0,0.0,1961.0,3000.0,Right of residence,3.0,0.0,2021
2645000,70.0,5033.0,Mäklarhuset,Borås kommun,21.31,3.0,Apartment,2650000.0,0.0,2007.0,4400.0,Right of residence,8.0,1.0,2021
1216000,65.5,4770.0,Fastighetsbyrån,Borås kommun,21.31,2.0,Apartment,895000.0,0.0,1988.0,4400.0,Right of residence,2.0,0.0,2021
3565000,70.0,3272.0,Länsförsäkringar,Göteborgs kommun,21.12,4.0,Apartment,3200000.0,0.0,2008.0,10920.0,Right of residence,1.0,0.0,2021
5500000,68.5,3644.0,Lundin,Göteborgs kommun,21.12,2.5,Apartment,4490000.0,1.0,1979.0,5388.0,Right of residence,6.0,1.0,2021
1400000,69.0,3405.0,Svensk,Trollhättans kommun,22.36,2.0,Apartment,1250000.0,1.0,1967.0,3360.0,Right of residence,1.0,0.0,2021
2300000,67.5,4084.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2150000.0,1.0,1968.0,3540.0,Right of residence,1.0,0.0,2021
2300000,67.5,4084.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2150000.0,1.0,1968.0,3540.0,Right of residence,1.0,0.0,2021
3750000,68.0,3251.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,3395000.0,1.0,2012.0,5400.0,Right of residence,9.0,1.0,2021
3010000,66.5,3253.0,HusmanHagberg,Mölndals kommun,20.51,2.0,Apartment,2650000.0,1.0,1984.0,6205.0,Right of residence,3.0,1.0,2021
3250000,69.0,4308.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,2750000.0,1.0,1961.0,7040.0,Right of residence,6.0,1.0,2021
4400000,67.0,3132.0,Svensk,Tanums kommun,21.56,3.0,Holiday Home,4800000.0,0.0,1969.0,21350.0,Right of ownership,2.0,0.0,2021
360000,66.5,4319.0,Fastighetsbyrån,Tibro kommun,21.21,3.0,Apartment,375000.0,0.0,1961.0,4428.0,Right of residence,3.0,0.0,2021
1950000,69.0,4924.0,Fastighetsbyrån,Lerums kommun,20.65,2.0,Apartment,1950000.0,0.0,1991.0,4400.0,Right of residence,1.0,1.0,2021
6500000,70.0,748.0,Bjurfors,Göteborgs kommun,21.12,3.0,Apartment,1995000.0,1.0,1938.0,4400.0,Right of residence,4.0,1.0,2021
1995000,67.6,4199.0,Mäklarhuset,Borås kommun,21.31,2.5,Apartment,1995000.0,0.0,1961.0,6240.0,Right of residence,1.0,1.0,2021
2210000,69.0,3132.0,ERA,Ale kommun,21.87,3.0,Villa,1895000.0,0.0,1977.0,25000.0,Right of ownership,2.0,0.0,2021
3350000,66.5,3477.0,Fastighetsbyrån,Mölndals kommun,20.51,3.0,Apartment,2895000.0,1.0,1984.0,4200.0,Right of residence,2.0,1.0,2021
1650000,69.5,5043.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,1490000.0,0.0,1982.0,6400.0,Right of residence,2.0,0.0,2021
2895000,69.0,3760.0,Fastighetsbyrån,Borås kommun,21.31,2.0,Apartment,2895000.0,1.0,1961.0,4400.0,Right of residence,6.0,1.0,2021
1600000,70.0,4920.0,Fastighetsbyrån,Göteborgs kommun,21.12,3.0,Apartment,1600000.0,1.0,1970.0,6043.0,Right of residence,2.0,0.0,2021
1450000,66.0,2819.0,HusmanHagberg,Borås kommun,21.31,3.0,Apartment,1295000.0,1.0,1953.0,4400.0,Right of residence,1.0,0.0,2021
4025000,70.0,3132.0,Fastighetsbyrån,Lysekils kommun,22.46,4.0,Holiday Home,3500000.0,0.0,1978.0,25411.0,Right of ownership,2.0,0.0,2021
1700000,67.5,3470.0,Fastighetsbyrån,Alingsås kommun,21.36,2.0,Apartment,1650000.0,1.0,1976.0,3527.0,Right of residence,2.0,0.0,2021
1710000,65.2,3999.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,1695000.0,1.0,1972.0,2160.0,Right of residence,1.0,0.0,2021
1945000,70.0,4944.0,Länsförsäkringar,Alingsås kommun,21.36,3.0,Apartment,1795000.0,1.0,1945.0,4800.0,Right of residence,3.0,0.0,2021
3535000,68.0,3067.0,HusmanHagberg,Sotenäs kommun,21.99,3.0,Apartment,3345000.0,0.0,2017.0,13560.0,Right of residence,1.0,1.0,2021
2030000,67.0,3740.0,HusmanHagberg,Borås kommun,21.31,3.0,Apartment,1695000.0,1.0,1950.0,4200.0,Right of residence,3.0,0.0,2021
3260000,69.0,3730.0,MOHV,Göteborgs kommun,21.12,3.0,Apartment,2850000.0,1.0,1955.0,4500.0,Right of residence,2.0,0.0,2021
960000,68.0,4266.0,ERA,Borås kommun,21.31,3.0,Apartment,975000.0,0.0,1956.0,5400.0,Right of residence,2.0,0.0,2021
3350000,67.0,4350.0,Stadshem,Göteborgs kommun,21.12,3.0,Apartment,3200000.0,1.0,1953.0,13100.0,Right of residence,2.0,0.0,2021
2095000,67.0,4264.0,Fastighetsbyrån,Mölndals kommun,20.51,2.0,Apartment,2095000.0,1.0,1971.0,5052.0,Right of residence,3.0,0.0,2021
1750000,68.0,4727.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,1500000.0,0.0,1967.0,4000.0,Right of residence,1.0,0.0,2021
3175000,70.0,4673.0,Svensk,Göteborgs kommun,21.12,2.5,Apartment,2875000.0,0.0,1961.0,11400.0,Right of residence,2.0,0.0,2021
1545000,65.4,4607.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,1545000.0,1.0,1961.0,4400.0,Right of residence,1.0,1.0,2021
4460000,69.0,4139.0,Länsförsäkringar,Göteborgs kommun,21.12,3.0,Apartment,3900000.0,1.0,1939.0,3840.0,Right of residence,4.0,1.0,2021
2800000,75.4,3848.0,Bjurfors,Härryda kommun,20.5,3.0,Apartment,2550000.0,1.0,1963.0,7080.0,Right of residence,3.0,0.0,2022
1570000,75.7,6006.0,HusmanHagberg,Skövde kommun,21.61,4.0,Apartment,1475000.0,0.0,2007.0,5100.0,Right of residence,1.0,0.0,2022
2925000,77.4,5331.0,MOHV,Göteborgs kommun,21.12,3.0,Apartment,2895000.0,0.0,1990.0,10584.0,Right of residence,2.0,0.0,2022
1330000,77.5,4999.0,SkandiaMäklarna,Borås kommun,21.31,3.0,Apartment,1075000.0,0.0,1961.0,11400.0,Right of residence,1.0,0.0,2022
1150000,79.0,5973.0,Fastighetsbyrån,Trollhättans kommun,22.36,3.0,House,895000.0,0.0,1979.0,7188.0,Right of residence,2.0,0.0,2022
1500000,79.0,3671.0,Fastighetsbyrån,Uddevalla kommun,22.16,2.0,Apartment,1500000.0,0.0,1929.0,4400.0,Right of residence,2.0,0.0,2022
4500000,68.0,3194.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,4295000.0,1.0,1905.0,4740.0,Right of residence,2.0,1.0,2021
6000000,69.0,2797.0,Norban,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,1.0,1909.0,5000.0,Right of residence,5.0,1.0,2021
3400000,65.5,3123.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2980000.0,1.0,1985.0,4400.0,Right of residence,2.0,1.0,2021
600000,67.0,3814.0,Mäklarhuset,Falköpings kommun,21.95,3.0,Apartment,550000.0,1.0,1961.0,2928.0,Right of residence,2.0,0.0,2021
1750000,66.0,2974.0,Mäklarhuset,Borås kommun,21.31,3.0,Apartment,1645000.0,0.0,1961.0,6000.0,Right of residence,3.0,0.0,2021
4500000,66.0,4743.0,Entrance,Göteborgs kommun,21.12,3.0,Apartment,3575000.0,1.0,1946.0,8900.0,Right of residence,2.0,0.0,2021
1250000,68.5,4836.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,1250000.0,1.0,1992.0,8398.0,Right of residence,2.0,1.0,2021
380000,66.0,4451.0,Fastighetsbyrån,Tibro kommun,21.21,2.0,Apartment,385000.0,0.0,1970.0,4400.0,Right of residence,3.0,0.0,2021
1810000,70.0,3132.0,Svensk,Karlsborgs kommun,21.32,4.0,Holiday Home,1400000.0,0.0,1978.0,12960.0,Right of ownership,2.0,0.0,2021
1750000,70.0,3132.0,Fastighetsbyrån,Svenljunga kommun,22.05,6.0,Villa,1495000.0,0.0,1929.0,14650.0,Right of ownership,2.0,0.0,2021
3600000,66.0,4068.0,Fastighetsbyrån,Mölndals kommun,20.51,3.0,Apartment,3600000.0,0.0,2015.0,5400.0,Right of residence,2.0,0.0,2021
525000,66.0,3475.0,Fastighetsbyrån,Lysekils kommun,22.46,2.0,Apartment,525000.0,1.0,1973.0,8830.0,Right of residence,2.0,0.0,2021
1600000,70.0,4461.0,Svensk,Uddevalla kommun,22.16,3.0,Apartment,1600000.0,0.0,1958.0,3480.0,Right of residence,6.0,1.0,2021
2200000,65.5,3367.0,Fastighetsbyrån,Trollhättans kommun,22.36,3.0,Apartment,1995000.0,1.0,1960.0,3938.0,Right of residence,1.0,0.0,2021
675000,66.0,3655.0,Fastighetsbyrån,Lysekils kommun,22.46,2.0,Apartment,595000.0,1.0,1973.0,8272.0,Right of residence,2.0,0.0,2021
1150000,70.0,4033.0,Fastighetsbyrån,Uddevalla kommun,22.16,3.0,Apartment,1295000.0,1.0,1946.0,4400.0,Right of residence,1.0,0.0,2021
3000000,69.0,4940.0,HusmanHagberg,Mölndals kommun,20.51,3.0,Apartment,2695000.0,1.0,1955.0,5676.0,Right of residence,3.0,0.0,2021
1800000,68.5,5066.0,Fastighetsbyrån,Göteborgs kommun,21.12,3.0,Apartment,1595000.0,1.0,1973.0,3600.0,Right of residence,2.0,0.0,2021
800000,68.0,5252.0,Fastighetsbyrån,Lidköpings kommun,21.26,3.0,Apartment,850000.0,1.0,1956.0,3710.0,Right of residence,2.0,0.0,2021
2000000,65.5,4233.0,Fastighetsbyrån,Göteborgs kommun,21.12,3.0,Apartment,1895000.0,1.0,1955.0,5464.0,Right of residence,7.0,1.0,2021
1200000,68.0,3132.0,Svensk,Mariestads kommun,21.26,3.0,Villa,900000.0,0.0,1955.0,4400.0,Right of ownership,2.0,0.0,2021
1860000,70.0,3558.0,HusmanHagberg,Borås kommun,21.31,3.0,Apartment,1500000.0,1.0,1952.0,4800.0,Right of residence,1.0,0.0,2021
3450000,67.0,2750.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.5,Apartment,3250000.0,0.0,1968.0,4500.0,Right of residence,2.0,0.0,2021
2310000,66.6,3577.0,HusmanHagberg,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,1.0,1969.0,1628.0,Right of residence,1.0,0.0,2021
1750000,66.9,4280.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,1650000.0,1.0,1961.0,4860.0,Right of residence,3.0,1.0,2021
2675000,66.5,5506.0,Länsförsäkringar,Mölndals kommun,20.51,2.0,Apartment,1995000.0,1.0,1993.0,4560.0,Right of residence,1.0,1.0,2021
3500000,70.0,4220.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,3150000.0,0.0,1968.0,7040.0,Right of residence,2.0,0.0,2021
1200000,67.3,5230.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,1090000.0,0.0,1968.0,3840.0,Right of residence,0.0,0.0,2021
1365000,69.9,4024.0,Mäklarringen,Göteborgs kommun,21.12,3.0,Apartment,1350000.0,1.0,1971.0,5500.0,Right of residence,2.0,1.0,2021
3350000,68.0,3700.0,Länsförsäkringar,Mölndals kommun,20.51,3.0,Apartment,2995000.0,1.0,1957.0,6156.0,Right of residence,2.0,0.0,2021
2650000,68.0,4904.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,2490000.0,0.0,1961.0,4400.0,Right of residence,2.0,0.0,2021
3600000,65.5,3169.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2980000.0,1.0,1983.0,4600.0,Right of residence,4.0,1.0,2021
1670000,68.5,3434.0,Mäklarhuset,Borås kommun,21.31,3.0,Apartment,1375000.0,0.0,1961.0,5712.0,Right of residence,3.0,0.0,2021
3350000,67.0,4350.0,Stadshem,Göteborgs kommun,21.12,3.0,Apartment,2695000.0,1.0,1953.0,13800.0,Right of residence,2.0,0.0,2021
4170000,66.0,3043.0,Stadshem,Göteborgs kommun,21.12,3.0,Apartment,3495000.0,0.0,1961.0,3300.0,Right of residence,2.0,0.0,2021
3070000,70.0,4673.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,2900000.0,0.0,1975.0,9200.0,Right of residence,2.0,0.0,2021
1810000,66.5,4107.0,Fastighetsbyrån,Göteborgs kommun,21.12,3.0,Apartment,1795000.0,1.0,1959.0,4400.0,Right of residence,2.0,0.0,2021
975000,68.0,3132.0,Fastighetsbyrån,Marks kommun,21.51,4.0,Villa,975000.0,0.0,1935.0,15010.0,Right of ownership,2.0,0.0,2021
6015000,69.0,3132.0,Fastighetsbyrån,Lysekils kommun,22.46,4.0,Holiday Home,5995000.0,0.0,1894.0,19450.0,Right of ownership,2.0,0.0,2021
1390000,66.1,4848.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,1390000.0,0.0,1973.0,4200.0,Right of residence,4.0,1.0,2021
3200000,70.0,4838.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,2980000.0,1.0,1951.0,4860.0,Right of residence,1.0,1.0,2021
2150000,66.5,3697.0,Fastighetsbyrån,Uddevalla kommun,22.16,2.0,Apartment,2150000.0,0.0,2017.0,4400.0,Right of residence,2.0,1.0,2021
2750000,66.0,4633.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,2750000.0,1.0,2016.0,4860.0,Right of residence,2.0,1.0,2021
3550000,66.5,4264.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,3350000.0,1.0,1949.0,6718.0,Right of residence,2.0,0.0,2021
1840000,65.4,4530.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,1590000.0,1.0,1971.0,4400.0,Right of residence,2.0,1.0,2021
1200000,70.0,4229.0,Svensk,Borås kommun,21.31,3.0,Apartment,1195000.0,1.0,1961.0,4400.0,Right of residence,1.0,0.0,2021
2300000,66.0,3635.0,Bostadsbutiken,Uddevalla kommun,22.16,2.0,Apartment,2150000.0,1.0,2017.0,2148.0,Right of residence,2.0,0.0,2021
5050000,70.0,4280.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,4175000.0,1.0,1948.0,4860.0,Right of residence,3.0,0.0,2021
2920000,66.0,5132.0,Fastighetsbyrån,Göteborgs kommun,21.12,3.0,Apartment,2550000.0,1.0,1953.0,10206.0,Right of residence,2.0,1.0,2021
1995000,68.0,3101.0,SkandiaMäklarna,Borås kommun,21.31,3.0,Apartment,1995000.0,0.0,1949.0,4400.0,Right of residence,1.0,0.0,2021
595000,67.5,3995.0,Fastighetsbyrån,Mariestads kommun,21.26,2.5,Apartment,595000.0,1.0,1964.0,4700.0,Right of residence,1.0,0.0,2021
2075000,67.0,3424.0,Svensk,Uddevalla kommun,22.16,2.0,Apartment,1995000.0,1.0,2014.0,4440.0,Right of residence,4.0,1.0,2021
1900000,66.9,4061.0,Ny,Göteborgs kommun,21.12,3.0,Apartment,1695000.0,1.0,1960.0,5600.0,Right of residence,6.0,1.0,2021
575000,67.0,4636.0,Svensk,Färgelanda kommun,22.91,2.0,Apartment,395000.0,0.0,1991.0,9600.0,Right of residence,2.0,0.0,2021
945000,65.5,4382.0,Bostadsbutiken,Uddevalla kommun,22.16,2.0,Apartment,995000.0,1.0,1982.0,3600.0,Right of residence,2.0,1.0,2021
2235000,70.0,4715.0,Svensk,Lerums kommun,20.65,3.0,Apartment,2150000.0,1.0,1961.0,3840.0,Right of residence,3.0,0.0,2021
4350000,65.5,4141.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,3850000.0,0.0,1996.0,5900.0,Right of residence,1.0,1.0,2021
3200000,66.0,3919.0,Lundin,Göteborgs kommun,21.12,3.0,Apartment,2795000.0,0.0,1961.0,6672.0,Right of residence,2.0,0.0,2021
2350000,70.0,3132.0,Fastighetsbyrån,Härryda kommun,20.5,3.0,Villa,2350000.0,0.0,1965.0,42950.0,Right of ownership,2.0,0.0,2021
4700000,68.0,3086.0,Bjurfors,Göteborgs kommun,21.12,2.5,Apartment,4750000.0,1.0,1929.0,4400.0,Right of residence,4.0,1.0,2021
5000000,65.5,4182.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,5000000.0,0.0,2001.0,7040.0,Right of residence,1.0,0.0,2021
1900000,68.0,5011.0,Fastighetsbyrån,Alingsås kommun,21.36,3.0,Apartment,1795000.0,0.0,1960.0,4400.0,Right of residence,0.0,0.0,2021
2000000,67.0,3132.0,Bostadsbutiken,Uddevalla kommun,22.16,3.0,Villa,1495000.0,0.0,1975.0,19200.0,Right of ownership,2.0,0.0,2021
4800000,68.0,3750.0,Bjurfors,Göteborgs kommun,21.12,3.0,Apartment,4600000.0,1.0,2017.0,6240.0,Right of residence,3.0,1.0,2021
1595000,70.0,3218.0,Mäklarhuset,Borås kommun,21.31,3.0,Apartment,1595000.0,0.0,1961.0,4800.0,Right of residence,3.0,0.0,2021
800000,67.0,4733.0,Fastighetsbyrån,Lidköpings kommun,21.26,2.0,Apartment,735000.0,1.0,1971.0,3966.0,Right of residence,3.0,0.0,2021
2400000,68.0,4446.0,Fastighetsbyrån,Alingsås kommun,21.36,3.0,Apartment,2150000.0,0.0,2019.0,7500.0,Right of residence,1.0,0.0,2021
2650000,69.0,3132.0,Fastighetsbyrån,Lilla Edets kommun,22.37,5.0,Villa,2295000.0,0.0,1948.0,23800.0,Right of ownership,2.0,0.0,2021
1350000,69.0,3210.0,Fastighetsbyrån,Trollhättans kommun,22.36,2.0,Apartment,1295000.0,1.0,1967.0,6900.0,Right of residence,1.0,0.0,2021
500000,65.5,3853.0,Lisenstedt,Trollhättans kommun,22.36,2.0,Apartment,395000.0,1.0,1973.0,288.0,Right of residence,3.0,0.0,2021
1600000,69.0,3242.0,Svensk,Trollhättans kommun,22.36,2.0,Apartment,1600000.0,1.0,1967.0,4400.0,Right of residence,1.0,0.0,2021
2360000,65.5,4576.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,1995000.0,1.0,1953.0,4860.0,Right of residence,1.0,0.0,2021
2975000,68.0,2791.0,Erik,Göteborgs kommun,21.12,3.0,Apartment,2975000.0,0.0,1979.0,4860.0,Right of residence,2.0,0.0,2021
1820000,69.0,3132.0,Mäklarhuset,Lidköpings kommun,21.26,2.0,Villa,1325000.0,0.0,1962.0,13750.0,Right of ownership,2.0,0.0,2021
2900000,70.0,4673.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.5,Apartment,2800000.0,0.0,1975.0,13363.0,Right of residence,2.0,0.0,2021
680000,66.0,3794.0,Fastighetsbyrån,Vara kommun,21.77,2.0,Apartment,535000.0,0.0,1964.0,4492.0,Right of residence,2.0,0.0,2021
2370000,66.5,3697.0,Fastighetsbyrån,Uddevalla kommun,22.16,2.0,Apartment,2150000.0,1.0,2017.0,4400.0,Right of residence,6.0,1.0,2021
2485000,69.0,4128.0,Bjurfors,Göteborgs kommun,21.12,3.0,Apartment,2450000.0,1.0,1954.0,4400.0,Right of residence,1.0,1.0,2021
3500000,65.5,3549.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,3150000.0,1.0,1983.0,4860.0,Right of residence,4.0,1.0,2021
2700000,68.0,3660.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,2650000.0,0.0,2013.0,6528.0,Right of residence,0.0,1.0,2021
1550000,70.0,4744.0,Länsförsäkringar,Göteborgs kommun,21.12,3.0,Apartment,1500000.0,1.0,1970.0,4200.0,Right of residence,2.0,0.0,2021
1375000,69.0,3132.0,SkandiaMäklarna,Tibro kommun,21.21,3.0,Villa,1375000.0,0.0,1945.0,21608.0,Right of ownership,2.0,0.0,2021
1955000,70.0,4745.0,Svensk,Kungälvs kommun,21.44,3.0,Apartment,1995000.0,0.0,1962.0,4200.0,Right of residence,1.0,0.0,2021
3300000,68.0,4154.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,3150000.0,1.0,1985.0,4860.0,Right of residence,4.0,1.0,2021
2060000,68.0,4443.0,SkandiaMäklarna,Mölndals kommun,20.51,2.0,Apartment,1995000.0,1.0,1967.0,4400.0,Right of residence,1.0,0.0,2021
2010000,66.0,2649.0,Fastighetsbyrån,Göteborgs kommun,21.12,3.0,Apartment,1850000.0,1.0,1965.0,395.0,Right of residence,2.0,0.0,2021
5500000,68.0,3132.0,Fastighetsbyrån,Härryda kommun,20.5,6.0,Villa,4650000.0,0.0,1956.0,22877.0,Right of ownership,2.0,0.0,2021
1950000,69.3,4851.0,Fastighetsbyrån,Göteborgs kommun,21.12,3.0,Apartment,1975000.0,1.0,1962.0,5600.0,Right of residence,2.0,1.0,2021
3600000,69.0,4186.0,Bjurfors,Göteborgs kommun,21.12,3.0,Apartment,3395000.0,1.0,1939.0,3360.0,Right of residence,3.0,0.0,2021
1195000,68.0,4213.0,SkandiaMäklarna,Borås kommun,21.31,3.0,Apartment,1095000.0,0.0,1961.0,4400.0,Right of residence,3.0,1.0,2021
2670000,66.0,3721.0,Bjurfors,Göteborgs kommun,21.12,3.0,Apartment,2595000.0,1.0,1938.0,5040.0,Right of residence,2.0,0.0,2021
3040000,69.0,3963.0,ERA,Härryda kommun,20.5,2.0,Apartment,2990000.0,1.0,2006.0,9100.0,Right of residence,2.0,0.0,2021
1250000,70.0,3185.0,Mäklarhuset,Borås kommun,21.31,3.0,Apartment,1195000.0,1.0,1961.0,6960.0,Right of residence,3.0,0.0,2021
450000,65.5,2495.0,Mäklarhuset,Skara kommun,21.5,2.0,Apartment,335000.0,1.0,1961.0,6240.0,Right of residence,4.0,0.0,2021
2100000,70.0,4860.0,Fastighetsbyrån,Kungälvs kommun,21.44,2.0,Apartment,1895000.0,1.0,1961.0,4400.0,Right of residence,2.0,0.0,2021
2550000,67.0,4291.0,Fastighetsbyrån,Stenungsunds kommun,21.64,3.0,Apartment,2495000.0,0.0,1961.0,11300.0,Right of residence,1.0,0.0,2021
4500000,69.0,3873.0,Bjurfors,Mölndals kommun,20.51,3.0,Apartment,3995000.0,1.0,2017.0,8700.0,Right of residence,4.0,1.0,2021
2130000,68.4,3029.0,HusmanHagberg,Skövde kommun,21.61,3.0,Apartment,1695000.0,1.0,1945.0,1800.0,Right of residence,2.0,0.0,2021
1400000,68.0,3132.0,Fastighetsbyrån,Lysekils kommun,22.46,2.0,Villa,1400000.0,0.0,1968.0,12907.0,Right of ownership,2.0,0.0,2021
1695000,68.0,4511.0,Fastighetsbyrån,Skövde kommun,21.61,2.0,Apartment,1995000.0,0.0,1906.0,4400.0,Right of residence,1.0,0.0,2021
620000,65.5,3149.0,Fastighetsbyrån,Mariestads kommun,21.26,3.0,Apartment,595000.0,1.0,1962.0,5600.0,Right of residence,1.0,0.0,2021
2300000,69.0,3007.0,Fastighetsbyrån,Alingsås kommun,21.36,2.0,Apartment,1925000.0,1.0,1969.0,7900.0,Right of residence,1.0,0.0,2021
1200000,69.0,3242.0,Fastighetsbyrån,Trollhättans kommun,22.36,2.0,Apartment,1150000.0,1.0,1967.0,7200.0,Right of residence,1.0,0.0,2021
3750000,66.0,3870.0,Fastighetsbyrån,Mölndals kommun,20.51,3.0,Apartment,3250000.0,1.0,2015.0,4400.0,Right of residence,3.0,1.0,2021
1715000,65.6,4559.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,1650000.0,0.0,1972.0,2940.0,Right of residence,1.0,0.0,2021
1190000,70.0,3132.0,HusmanHagberg,Munkedals kommun,23.38,3.0,Villa,795000.0,0.0,1943.0,12857.0,Right of ownership,2.0,0.0,2021
